clean_text,label
kết tốt lắm còn ông mới tù làm bảo vệ ổn,1
kết phim hay cảm động quá trời,3
kết phim hơi hụt hẫn,1
kết hay bạn xem đầu đến cuối một cách chân thành,4
kết thiệt vãi chưởng,2
kết tuyệt vời,3
kết viên mãn xác định bộ phim hay nhất tôi xem,4
kết xàm trời,1
kết kết tụt mút quá mọi người,1
chiếu thôi đâu khúc cuối dở ẹc,0
hay dữ luôn,4
tết tốt quá đón giao thừa xem quá xá vui luôn,3
nết bố già y chang tính ba tôi hồi bây giờ con lớn đi làm kinh tế ổn hơn ba tôi dần thay đổi xem phim nhớ thời gian hãi hùng tôi ngán ngẫm khoản thời gian,3
phần đặt bún đậu xàm nhất,1
phim dở nhất tôi xem phí tiền mua vé,0
phim hay nhất đến nay em xem luôn thật ý nghĩa cảm động,4
phim việt nam nó nhảm kinh khủng,0
cảm động đồng phim nói xàm làm giàu chú tụi nó ngoài đời làm trong phim cảm động hở con khỉ,0
cảm động xem muốn khóc luôn,4
cảm động đoạn anh sang trong bệnh viện xem lần nào khóc hết ý phim xuất sắc quá đi,4
cảm động đoạn phát hiện phong bì 50 trời nhà ào mừng ăn tết lớn y đời,3
cảm động em hiểu cảm giác ông anh người bố,3
cảm động em sắp muốn khóc,4
cảm động lắm luôn trời giờ tôi mới xem mới xem hết tập troi,4
cảm động nhất phân đoạn chú quốc nam phụ bố già bán trà sữa đau lòng nhất thương nhấtnhớ tới chú kia,3
cảm động quá,3
cảm động quá ai khóc,3
cảm động quá sao giống hoàn cảnh tôi quá nè,3
cảm động rớt nước mắt luông tính tôi người ít khóc khóc luông,4
cảm động thực,4
cảm động khóc l,4
cảm động vô,4
cảm động hiểu cảnh gia đình nghèo,3
cảm giác phim nhỉnh hơn ở bố già ở rạp phần đời hơn đại đa số gia đình ở Việt Nam hoàn cảnh giống,3
cảm nhận cá nhân thấy bản web hay hơn bản chiếu rạp xem xưa xem hay,3
cảm nhân chính mình trong p s phim tuyên bố siêu thị gọi tạp hoá bà sáu bằng cụ,3
cảm ơn anh thành toàn bộ diễn viên ekip đóng phim mong người xem phim hơn 1 bộ phim khắc hoạ rõ gia đình hoàn cảnh mảnh đời trong xã hội ý nghĩa sâu sắc cảm ơn mọi người,4
cảm ơn anh trấn thành đem một tác phẩm thật hay xúc động,4
cám ơn anh xem thấy nghẹn biết ý nghĩa video anh,4
cảm ơn anh chấn thành em cảm giác xem 1 bộ phim đầy ý nghĩa khóc luôn anh ơi,4
cảm ơn anh hẻm cụt đến bố già cảm xúc ý nghĩa xen lẫn hài hước cảm động,4
cảm ơn anh thành cảm ơn chú 4 em thêm động lực cuộc sống,3
cảm ơn anh thành tạo một tác phẩm tuyệt vời thấy hình ảnh gia đình mình trong bộ phim,4
cảm ơn anh thành anh tô hay lắm luôn,4
cám ơn anh trấn thành phát hành một bộ phim tuyệt vời,4
cám ơn anh vì bộ phim,3
cảm ơn bộ phim,3
cảm ơn bộ phim nhân văn tôi khóc xem bộ phim xem phim tôi thấy hình ảnh mình trong,4
cảm ơn bố vì tất xin lỗi bố vì ích kỷ lỗi lầm con,3
cám ơn anh chị quay một bộ phim thật ý nghĩa đầy cảm xúc thực tế ở đời hiện nay em xem rơi nước mắt anh chị em xin chân thành cảm ơn,4
cám ơn diễn viên diễn xuất tuyệt vời chân thật tạo bộ phim hay ý nghĩa,4
cám ơn chú thành vì một bộ phim thật tuyệt vời con em khóc luôn,4
cảm ơn chú trấn thành sản xuất một bộ phim đầy ý nghĩa nhờ bộ phim con mới hiểu áp lực một người ít nói lạnh lùng nhất trong gia đình thế nào cảm ơn chú,4
cảm ơn mang đến một bộ phim thật ý nghĩa mang đến cảm xúc người xem bộ phim mang tính đời thật bộ phim một phần gia đình em em nói ba em em bỏ nhà đi hiện em hok sống ba mẹ,4
cám ơn tôi thành làm bộ phim thật cảm xúc khiến tôi nhớ tới hoàn cảnh khó khăn gia đình tôi ngày ai khổ mới hiểu,4
cảm ơn tất công sức làm bộ phim,3
cám ơn trấn thành kịch bản hay nhân văn,3
cảm ơn trấn thành một bộ phim quá tuyệt vời lấy đi nước mắt người xem bộ phim,4
cảm ơn trấn thành làm bộ phim quá xuất sắc đời,4
cam ơn trấn thành đá bộ phim đáng xem nhớ đến người cha người mẹ chúng ta dk ngày hôm nay cầu mong đại đình tôi thật sk hạnh phúc thành công mong tất đoàn phim thành công,4
cám ơn trấn thành viết 1 kịch bản xuất sắc,4
cám ơn trấn thành sản xuất một bộ phim quá chân thực cuộc sống người dân nghèo đô thị kinh ngạc hơn chính anh diễn nhập vai nhân vật ông bố xuất sắc đến bộ phim bi hài đan xem hài hước cao đến cực đỉnh sầu bi đến rơi nước mắt cảnh nhân vật sang rơi nước mắt đời khiến tôi rơi lệ mặc dù ngoài đời kẻ dí súng đầu tôi khóc tôi thấy số phận mình trong nghèo xui xui thiếu hiểu biết cuối tôi nở nụ cười trở một giấc mơ phim hay ý nghĩa câu nói ông chủ tỉnh dậy giấc mơ câu thanh niên giúp cậu con trai cuối phim giúp giúp thanh niên động lực lớn đường đời cám ơn trấn thành cám ơn tất đoàn làm phim chúc mọi người thành công vui vẻ,4
cảm ơn trấn thành cảm ơn diễn viên đoàn làm phim,3
cảm ơn vì câu bài học ý nghĩa,3
cảm ơn vì một bộ phim ý nghĩa,3
cảm xúc lẫn lộn quá buồn vui hài ngại lo bonus thêm hạt lệ hai bên mắt xuất sắc 10đ,4
cảm xúc lẫn lộn vui buồn tình cảm gia đình đời sống xã hội gom hết trong tuy mộc mạc đi sâu lòng người ổn định cam ơn phim trấn thành,4
cảm xúc nhân vật tốt thế,3
cảm xúc quá,3
cảm xúc thật phim hay ý nghĩa,4
cảm xúc thật đời gần gũi tình nằm trong thật giản dị,3
cảm xúc thực,4
cạn nước mắt,4
xem khóc,4
cảnh cuối rơi nước mắt luôn ấy đúng tình cha con,4
cảnh bố già đứng mưa ăn ổ bánh mì y chang mình trường chạy uber ở sài gòn dầm mưa chạy xuyên đêm mệt ghé hiên nhà người ta ăn ổ bánh mì xem đoạn rớt nước mắt,4
cảnh nhảy múa bán trà sữa lẽ trấn thành lấy hình ảnh chú bán bánh nuôi con đi học ở đời thật bao lâu xem chảy nước mắt,4
cảnh ông chú đừng ngoài đường múa tay múa chân bán trà sữa thấy thương vô,3
cảnh phim hay cảnh diễn diễn viên dở nhân vật chính tạo hồn bộ phim,1
cảnh trấn thành khóc lấy đi nước mắt tôi,4
cao trào đoạn uyển ân khóc kêu bác sĩ,3
câu cảm động xem cảm giác nhói lòng,4
câu thật cảm động cám ơn bạn,4
câu nói hay nhất trong bộ phim nghèo nó hay xui lắm,3
câu nói nào anh trấn thành nghe thấm nhất câu cuối trong phim,3
câu nói tâm đắc nhất phim nghèo nó hay xui lắm,3
chả biết dùng diễn tả hay bộ phim xem chung kìm nén chứ xem 1 mình khóc đứa trẻ diễn viên ai hay mới ghê,4
cha con nhân vật nhin giả tạo phim mi ăn liền nói lung tung kém cảm xúc,0
chả khác gia đình em ngày,3
cha mẹ thương cỡ nào dám nói,3
cha mẹ thương con sánh thấy mình ít trong câu,3
cha nội anh đức thể nói bình thường bày đặt ngọng ngọng hay ho đâu,1
chạm lòng bao người anh thành,4
chạm trái tim tôi,4
chán kết thật chả đâu đâu,1
cháu cảm ơn chú một bộ phim vô ý nghĩa cháu xem lần nào trong lòng xúc cảm lắm cháu yêu chú trấn thành,4
cháu xem mấy lần chán chú thành mong chú bộ phim hay thế chúc chú luôn thành công trong công,4
cháu khóc luôn,4
chạy xe ôm bao nhiêu năm đói dám ăn dành 20 trời vợ mê đề nợ tận gia tài mình tích góp xem tới đoạn muốn khóc ghê,3
chắc người đến rạp xem chứ phim hay vầy ít lượt xem quá,3
chẳng biết nói hơn biết thốt bộ phim trấn thành kịch bản hay đạo diễn quá hay quá tuyệt vời bám sát cuộc sống hàng ngày mọi người mọi gia đình trong thời cuộc hiện,4
chẳng hiểu,0
chẳng lẽ tất gia đình nghèo khó xảy một kịch bản bộ phim cách 15 năm tốt biết mấy,3
chân thực thật,4
chân thực ý nghĩa mãi fan anh,3
chất lượng bằng mấy webdrama tung,1
chất xám khủng khiếp mong mình 1 phần nhỏ trong bộ não anh,3
chèn quảng cáo chèn hợp lý hay,3
đoạn cuối mình thấy tiếc chi mơ anh trai bs cứu thành công đuổi ước mơ thành hiện thực tiền em gái thi đậu đại học thoát nghèo còn truyền niềm tin cuộc sống tự nhiên giấc mơ người giàu khác nào nói mơ mơ mấy người nghèo bó tay người giàu còn cơ hội thay đổi,2
hai thui tuyệt vời,4
1 bộ phim làm tôi khóc,4
chị lê giang đóng hay quá góp ý nhỏ trang phục nhìn mới đẹp nha chú thành like phim,3
chị mong trong phim thôi ngoài đời đừng làm nha mọi người tôi nghiệp người ta lắm,2
chi nhung nguoi da va trai thi moi hieu thau duoc,3
nói một hay,3
thích hài tôi thôi phim thôi,1
chị xem phim nước mắt rơi xuống hay tội khóc cười khóc hơn hay tuyệt,4
xứng đáng chiếu youtube,1
chia sẻ cảm nghĩ tôi nói thật tôi cảm thấy bản thân tôi may mắn hơn người ngoài kia nào ngỡ bản thân người bất hạnh đi ngoài mới thấy thế giới ngoài kia thế nào ai giống mình bộ phim làm tôi bật khóc thành tiếng tuy nằm trong hoàn cảnh tôi cảm thấy đau lòng thương cảm con người họ tuy giàu lòng tốt lòng vị tha lòng bao dung che chở bộ phim giúp tôi cảm thấy yêu thương bố mẹ hơn vì ngoài lăn lộn kiếm miếng cơm miếng áo tôi ăn tôi mặc một bộ phim đáng xem đáng chiêm ngưỡng cuộc sống con người ngoài kia,4
chỉn chu tới chi tiết thấm,4
bà tân vlog làm nghệ thuật sáng tạo chứ nghệ thuật chạy đám đông đạo diễn con mắt nghệ thuật,0
hỏi chạy xe ôm xong thành triệu phú khu ổ chuột hả kết sao giàu hả xàm,0
hỏi sang con bố già viện cấp cứu sang còn sống hay thấy cảnh viện biết bố già gia đình sống trong giàu sang phú quí hỏi bố già làm giàu nhanh thế quá viển vông thiếu thực tế ở đoạn cuối phim hay đâu báo chí đưa tin rầm rộ,0
chọn diễn viên thằng con nó hợp diễn cứng cứng cảm xúc,0
chời ơi hay quá phim lần đầu tiên tôi xem khóc luôn nói chung cảm xúc lắm phim hay quá luôn,4
chơi xà bông nhà đấy chú xem mấy khúc buồn hài,2
chú làm hay quá,4
chú ơi bộ phim đề tài đi chú please,4
chú ơi con khóc cạn nước mắt luôn rùi,4
chú trấn thành chú đống phim buồn quá,3
chú trấn thành đóng hài quá,3
chú trấn thành làm phim cin xem con khóc quá trời luôn nó rối sâu sắc,4
chú trấn thành làm phim tâm mọi thứ chỉnh chu thực tế tới giờ con còn xem cảm ơn chú vì tạo bộ phim thế con mong chú luôn khoẻ mạnh giữ vững lập trường mình,4
chú trấn thành ơi video đi em sắp khóc luôn mong chú trấn thành phim thế cảm ơn chú trần thành,3
chúc anh thành giữ sức khỏe bộ phim hay lắm,4
nào nấy phim hay quá thực tế,4
gia đình tình mọi người xã hội trụ cột luôn gánh vác nặng nề nhất trong cuộc đời 1 mọi người con trai bộ phim chú trấn thành dạy con mọi người cách sống phản ánh loại mọi người đạo đức giả tạo trong xã hội thời hiện nay,3
kể một người cha nghèo kém cỏi bảo thủ lo bao đồng áp đặt cuộc sống con xem tức người cha,3
thường ở đời chẵng nhà riêng ai đời thường,1
1 lân bố tôi hỏi tôi thích khóc vì hình ảnh tôi trong,4
bao giờ xem bộ phim việt nam hay thế xuất sắc anh thành ơi,4
bao giờ xem bộ pim cảm xúc thật đến cùg đồng hành nhân vật trong pim,4
bo phim nào lấy đi nước mat mình daz du koi di koi lần van buồn khóc đúng ngheo còn xui,4
tua đi một đoạn nào luôn cảm ơn anh vì bộ phim hay,4
chửi đầu phim tới cuối phim nghe đau tai chứ ý nghĩa q,0
cm nó lão tử bh xem video cảm xúc khác ngoài cuời nay khóc xin cảm ơn,4
2 cách nghĩ kết thứ nhất ông sang thật tỉnh giấc mơ nghèo khó nhận lý mình ngân cấm ước mơ con thứ hai ông sang điên cú sốc mất con trai ông tự chìm trong ảo tưởng giàu sang gia đình mình đủ đầy mình kiện con mình thể làm nó thích thể xem kết mở vì xem giấc mơ ông sang gia đình ông chắc chắn tang nát một clip hài thể kết đau thương,2
20 trời trả nợ vợ sao thiếu hai tháng tiền đóng học con gái tào lao,1
ai 3 giờ sáng nghe bài khóc tôi,4
ai nghiền xem xem giống mình,4
ai xem phim thấy bình thường khóc,2
ai giống tôi xem đi xem,4
ai giờ mới xem mình xem khóc xưng mắt,4
ai khóc giống tôi bố tôi mất xem phim tôi khóc kiềm nước mắt,4
ai con trai mau nước mắt giống tôi toàn cảnh xúc động trấn thành làm tốn nước mắt quá,4
ai giàu xem phim chứ nghèo xem,2
ai nghĩ mình đoạn kết thực chất trong ước mơ người bố mong muốn sửa chửa vết nức gia đình anh sang chơi đàng tặng quà vợ nhớ sinh nhật con gái thứ ông làm lí toi nghĩ vì người cha tỉnh trong 1 tông màu vàng vui tươi hạnh phúc mơ màng trong giấc mơ,2
ai em xem 3 4 lần thấy hay,4
ai mình đến giờ mới xem phim khóc quá trời khóc luôn,4
ai thấy mình ở trong phim một góc cuộc sống một gia đình nhỏ trong một xã hội bây giờ,4
ai thích xem phần hơn bố già chiếu rạp hài thực tế,3
ai xem flim tôi khóc 1 bộ flim chú thành quá cảm động ý nghĩa,4
ai xem lần thứ 3 em,3
ai xem cười khúc buồn cười ă,3
co ai xem ma khóc kiềm nén tôi nói đi nói xem xong tôi cảm thấy phim hay ý nghĩa,4
